iter	Logloss
454	0.4533376215
455	0.4532554752
456	0.453178191
457	0.4531013051
458	0.453019379
459	0.4529529017
460	0.4528919532
461	0.452839346
462	0.4527490288
463	0.4526885901
464	0.4526216553
465	0.4525249242
466	0.4524276935
467	0.4523755775
468	0.4523272848
469	0.4522664592
470	0.4521818942
471	0.4521099631
472	0.4520466558
473	0.4519660376
474	0.4518911295
475	0.4517947667
476	0.4517091774
477	0.4516433
478	0.4515475799
479	0.4514912598
480	0.4514252766
481	0.4513581101
482	0.4512774491
483	0.4511868116
484	0.4510903364
485	0.451021327
486	0.4510127476
487	0.4509622343
488	0.4508773123
489	0.4508001837
490	0.4507292342
491	0.4506685007
492	0.4505993653
493	0.4505193253
494	0.4504280026
495	0.4503766704
496	0.4503229203
497	0.4502724449
498	0.4501820145
499	0.4501219395
500	0.4500392861
501	0.4499632026
502	0.4498852596
503	0.4498119596
504	0.4497217752
505	0.4496409687
506	0.4495757278
507	0.4495058702
508	0.4494418455
509	0.4493850295
510	0.4493023247
511	0.4492447229
512	0.4491712279
513	0.4491073678
514	0.4490155169
515	0.4489424861
516	0.4488631866
517	0.4487907213
518	0.4487047308
519	0.4486317169
520	0.4485664909
521	0.4484780291
522	0.4484296533
523	0.4483438126
524	0.4482838575
525	0.4482186726
526	0.4481354456
527	0.4480599641
528	0.4479803293
529	0.4478939956
530	0.4478452037
531	0.4477820403
532	0.4477362088
533	0.4476297096
534	0.4475396318
535	0.4474827964
536	0.4474303082
537	0.4473612529
538	0.4472686827
539	0.447210405
540	0.4471148971
541	0.4470499798
542	0.4469788255
543	0.4469758869
544	0.4468915187
545	0.4468107914
546	0.4467086634
547	0.4466326583
548	0.4465634922
549	0.446496296
550	0.4464090744
551	0.446336808
552	0.4462514519
553	0.4461976188
554	0.4461486038
555	0.446073758
556	0.4460231443
557	0.4459541304
558	0.4459105656
559	0.4458257109
560	0.4457576424
561	0.4456787956
562	0.4456640776
563	0.4455992012
564	0.4455207902
565	0.4454629125
566	0.4454123538
567	0.4453438188
568	0.4452639146
569	0.4452073616
570	0.4451170082
571	0.4450312146
572	0.4449378853
573	0.4448797592
574	0.4448030455
575	0.4447384639
576	0.4446506699
577	0.4445942814
578	0.4445289971
579	0.4444749257
580	0.4444160854
581	0.4443605752
582	0.4443091667
583	0.4442575441
584	0.4441720027
585	0.4440735753
586	0.4440179951
587	0.4439308795
588	0.4438416937
589	0.4437762193
590	0.4437201154
591	0.4436573345
592	0.4435833433
593	0.4435273946
594	0.4434715308
595	0.4433993932
596	0.4433355836
597	0.443241077
598	0.4431559145
599	0.4430891714
600	0.4430802032
601	0.4430141631
602	0.4429737197
603	0.4428804675
604	0.4427925939
605	0.4427270898
606	0.442651188
607	0.4425873529
608	0.4425268339
609	0.4424602418
610	0.4423882774
611	0.4423238433
612	0.4422630193
613	0.442194235
614	0.4421189319
615	0.4420604329
616	0.4419862246
617	0.4419306222
618	0.4418624058
619	0.4417938836
620	0.4417584084
621	0.4416806274
622	0.4416281785
623	0.4415251861
624	0.4414455365
625	0.4413575879
626	0.4412925466
627	0.4412273384
628	0.4411755929
629	0.4411241662
630	0.4410808705
631	0.4410040712
632	0.4409504675
633	0.4408927981
634	0.4408203032
635	0.4407567439
636	0.4406979803
637	0.4406177515
638	0.4405377742
639	0.440448225
640	0.4403699948
641	0.4402971141
642	0.4402073071
643	0.4401358813
644	0.4400629649
645	0.4399772445
646	0.4399042552
647	0.439833056
648	0.439755759
649	0.4396922294
650	0.4396139744
651	0.4395667518
652	0.439499738
653	0.439421213
654	0.4393692369
655	0.4393203821
656	0.4392630216
657	0.4392108768
658	0.4391485284
659	0.439060324
660	0.4389993975
661	0.4389146509
662	0.4388428058
663	0.438757596
664	0.438668072
665	0.4386102883
666	0.4385452521
667	0.4385072903
668	0.4384989283
669	0.438421602
670	0.4383360042
671	0.4382883826
672	0.438226551
673	0.4381134344
674	0.4380281886
675	0.4379812638
676	0.437901849
677	0.4378319647
678	0.4377637537
679	0.4376909146
680	0.4376307535
681	0.4375840649
682	0.4375178146
683	0.4374267443
684	0.4373554305
685	0.4373058713
686	0.4372243559
687	0.4371620575
688	0.4370853241
689	0.437005639
690	0.4369314447
691	0.4368911126
692	0.4368196585
693	0.4367715054
694	0.4366983214
695	0.4366303537
696	0.436603037
697	0.4365518215
698	0.4364910585
699	0.4364193556
700	0.4363637991
701	0.4363083969
702	0.4362375309
703	0.4361985969
704	0.4361559961
705	0.4361083048
706	0.4360615723
707	0.4360200973
708	0.4359741447
709	0.4358968113
710	0.4358476733
711	0.4357740134
712	0.4357132661
713	0.4356516325
714	0.4355897882
715	0.4355370162
716	0.4354460889
717	0.4353758681
718	0.4353139919
719	0.4352439972
720	0.4351520835
721	0.4351023214
722	0.4350523783
723	0.4349785713
724	0.4348959414
725	0.4348429716
726	0.4347872966
727	0.4347456939
728	0.4346879097
729	0.4346239824
730	0.434553557
731	0.4344892302
732	0.4344317495
733	0.4343981753
734	0.434339856
735	0.4343034415
736	0.4342304483
737	0.434165699
738	0.434123373
739	0.4340783163
740	0.4340049052
741	0.4339442422
742	0.4338634562
743	0.4338198205
744	0.4337292315
745	0.4336561699
746	0.433579147
747	0.4334938117
748	0.4334313552
749	0.4333529586
750	0.4332811461
751	0.4332173244
752	0.4331524985
753	0.4330803041
754	0.4330303871
755	0.4329832973
756	0.4329298142
757	0.4328631113
758	0.4328064196
759	0.4327451542
760	0.4326588206
761	0.4325999184
762	0.432534747
763	0.432475502
764	0.4324050555
765	0.432359585
766	0.432287098
767	0.4322067546
768	0.4321516926
769	0.4320893118
770	0.4320081206
771	0.4319482397
772	0.4318650885
773	0.4317949123
774	0.4317318859
775	0.4316823397
776	0.4316194711
777	0.431568805
778	0.431512033
779	0.4314382041
780	0.4313618579
781	0.4312978408
782	0.431240201
783	0.4311571044
784	0.4311080566
785	0.4310671827
786	0.4310268018
787	0.4309445842
788	0.4308978342
789	0.4308006017
790	0.4307231986
791	0.4306703654
792	0.4305872378
793	0.4305198333
794	0.4304688107
795	0.4304280504
796	0.4303783979
797	0.4303204752
798	0.4302445256
799	0.430176358
800	0.4301114972
801	0.4300555345
802	0.4300052636
803	0.4299517839
804	0.4298702776
805	0.4298097471
806	0.4297567761
807	0.4296801672
808	0.4296102163
809	0.4295493701
810	0.4294931916
811	0.4294241056
812	0.4293352405
813	0.4292679627
814	0.42920366
815	0.4291683857
816	0.429095131
817	0.4290382857
818	0.4289809804
819	0.4289010042
820	0.4288536308
821	0.4288241211
822	0.4287806006
823	0.4286978263
824	0.4286398699
825	0.4285796582
826	0.4285024571
827	0.4284219979
828	0.4283658397
829	0.4283002079
830	0.4282445478
831	0.4281746608
832	0.4281058642
833	0.4280559998
834	0.4279810608
835	0.4279287995
836	0.4279220331
837	0.4278698314
838	0.4278171498
839	0.4277663287
840	0.4276765298
841	0.4275965462
842	0.4275257076
843	0.4274750995
844	0.4274243795
845	0.4273502294
846	0.4272976335
847	0.4272146756
848	0.4271610159
849	0.4270938129
850	0.427019457
851	0.4269567452
852	0.4269002352
853	0.4268427786
854	0.4267742302
855	0.42673161
856	0.4266750988
857	0.4266154844
858	0.4265405852
859	0.4264559733
860	0.4264052588
861	0.4263316223
862	0.4262647356
863	0.4261922468
864	0.4261478174
865	0.4260716377
866	0.4260092011
867	0.4259520648
868	0.4258890764
869	0.4258424069
870	0.4258109677
871	0.4257553731
872	0.4256773885
873	0.4256289767
874	0.4255618547
875	0.4254947148
876	0.4254078645
877	0.4253405036
878	0.4252676501
879	0.4252243132
880	0.4251574711
881	0.4251032202
882	0.4250492786
883	0.4250027455
884	0.4249398568
885	0.4248786096
886	0.4248274283
887	0.4247605802
888	0.4246889447
889	0.4246166164
890	0.4245606464
891	0.4245092374
892	0.4244537588
893	0.4243945157
894	0.4243317711
895	0.4242902815
896	0.4242535213
897	0.4241886189
898	0.4241232046
899	0.4240661254
900	0.4240275475
901	0.4239535276
902	0.4238716125
903	0.4237877004
904	0.4237207342
905	0.423648039
906	0.423584014
907	0.4235279028
908	0.4234467496
909	0.4233643637
910	0.4232960111
911	0.4232583122
912	0.4232108315
913	0.4231326351
914	0.4230727478
915	0.4230685061
916	0.4230289451
917	0.4229728117
918	0.4229126529
919	0.4228490629
920	0.4227888838
921	0.4227870275
922	0.4227282809
923	0.4226617312
924	0.4225930747
925	0.422548309
926	0.4225016659
927	0.4224362995
928	0.4224047146
929	0.4223472643
930	0.4223027195
931	0.4222364533
932	0.4221797654
933	0.4221104629
934	0.4220419228
935	0.4220080403
936	0.4219629674
937	0.421879124
938	0.4218229425
939	0.4217453276
940	0.4216888159
941	0.4216221184
942	0.4215532513
943	0.4214780483
944	0.4214299064
945	0.4213705291
946	0.4213251104
947	0.4212692437
948	0.421196403
949	0.4211390945
950	0.4210820524
951	0.4210326472
952	0.4209942949
953	0.4209537018
954	0.4208767226
955	0.4208158026
956	0.4207503734
957	0.4206788775
958	0.4206311023
959	0.4205536807
960	0.4204858468
961	0.4204135304
962	0.4203549886
963	0.4203089404
964	0.4202578942
965	0.4202039109
966	0.4201431544
967	0.4200955135
968	0.4200554859
969	0.4200513233
970	0.4199785304
971	0.419927983
972	0.4198745461
973	0.4198125202
974	0.4197589796
975	0.419693212
976	0.4196265659
977	0.419563351
978	0.4195095904
979	0.4194375322
980	0.4194013977
981	0.4193550998
982	0.419308619
983	0.419266618
984	0.4192132768
985	0.4191314355
986	0.4190643242
987	0.4189964499
988	0.4189412521
989	0.4188856788
990	0.4188416242
991	0.4187833887
992	0.4187150086
993	0.4186523479
994	0.4185770898
995	0.4184990728
996	0.4184385321
997	0.4183822357
998	0.4183084138
999	0.4182722536
4117
